r_fighter,b_fighter,r_win,b_win,wei_class,method,round,time,t_format,ref,details,r_kd,b_kd,r_sigstr,b_sigstr,r_totstr,b_totstr,r_td,b_td,r_sub,b_sub,r_rev,b_rev,r_ctrl,b_ctrl,r_hstr,b_hstr,r_bstr,b_bstr,r_lstr,b_lstr,r_dis,b_dis,r_cli,b_cli,r_gro,b_gro
Matthew Riddle,Sean Pierson,0,1,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,0,1,0.14,0.44,0.15,0.5,0.0,0.33,1,1,0,0,44,222,0.12,0.4,0.14,0.62,1.0,0.79,0.12,0.39,0.25,0.71,0.6,0.79
Joe Doerksen,Dan Miller,0,1,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,,0,0,0.41,0.38,0.83,0.65,0.0,1.0,2,1,1,0,77,715,0.35,0.38,1.0,0.5,1.0,0,0.41,0.12,0.0,0,0.5,0.53
Stefan Struve,Sean McCorkle,1,0,Heavyweight Bout,KO/TKO,1,3:55,3 Rnd (5-5-5),Yves Lavigne,Punches to Head From Mount,0,0,0.58,0.44,0.67,0.62,0.0,1.0,0,2,1,0,16,186,0.58,0.44,0,0,0,0,0.25,0.0,0,0,0.67,0.5
Joe Stevenson,Mac Danzig,0,1,Lightweight Bout,KO/TKO,1,1:54,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,0,1,0.32,0.39,0.32,0.39,0.0,0.0,0,0,0,0,0,1,0.24,0.37,1.0,0,1.0,0.5,0.32,0.38,0,0.0,0,1.0
Mark Bocek,Dustin Hazelett,1,0,Lightweight Bout,Submission,1,2:33,3 Rnd (5-5-5),Philippe Chartier,Triangle Choke From Mount,0,0,0.5,0.0,0.73,0.0,1.0,0.0,1,0,0,0,108,32,0.44,0.0,1.0,0,0,0,0.0,0.0,0,0,0.64,0
Jim Miller,Charles Oliveira,1,0,Lightweight Bout,Submission,1,1:59,3 Rnd (5-5-5),Dan Miragliotta,Kneebar On Ground,0,0,0.17,0.62,0.55,0.67,1.0,0.0,2,0,0,0,91,0,0.17,0.4,0,1.0,0,1.0,0.0,0.6,0,0.0,0.5,1.0
Georges St-Pierre,Josh Koscheck,1,0,UFC Welterweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,,0,0,0.42,0.12,0.47,0.2,0.44,0.25,0,0,0,0,285,74,0.35,0.09,0.28,0.67,0.73,0,0.41,0.08,0.8,0.83,0,1.0
Thiago Alves,John Howard,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,,1,0,0.39,0.3,0.46,0.38,1.0,0.0,0,0,0,0,177,53,0.26,0.17,0.71,0.5,0.82,0.7,0.4,0.27,0.36,0.5,0.38,0
Johny Hendricks,Rick Story,0,1,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,,0,0,0.41,0.44,0.57,0.58,0.46,0.4,1,1,0,0,377,171,0.35,0.25,0.5,0.71,1.0,0.92,0.39,0.35,0.56,0.68,0,1.0
Will Campuzano,Nick Pace,0,1,Bantamweight Bout,Submission,3,4:33,3 Rnd (5-5-5),Chris Tognoni,Pace/Pillory Choke From Bottom Guard,0,0,0.31,0.41,0.5,0.64,0.5,0.77,0,1,1,0,194,485,0.26,0.19,1.0,1.0,1.0,0.89,0.29,0.4,0,0.0,0.44,1.0
Nam Phan,Leonard Garcia,0,1,Featherweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.45,0.23,0.48,0.24,0.0,0.66,1,0,0,0,161,56,0.4,0.16,0.77,0.59,0.83,0.73,0.43,0.21,1.0,0.86,0.6,0
Sako Chivitchian,Kyle Watson,0,1,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.27,0.53,0.35,0.55,0.0,0.0,0,0,0,0,178,147,0.21,0.33,1.0,0.94,1.0,0.81,0.22,0.47,0.69,0.9,0,0
Ian Loveland,Tyler Toner,1,0,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,,2,0,0.39,0.27,0.5,0.34,0.0,0.0,0,0,0,0,382,0,0.38,0.16,0.57,0.8,0.5,0.58,0.37,0.26,0.75,0,0.4,1.0
Kendall Grove,Demian Maia,0,1,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,,0,0,0.26,0.53,0.47,0.64,0.0,0.38,0,1,0,0,0,496,0.26,0.45,1.0,0.92,0.0,0.67,0.21,0.3,0.8,0.5,1.0,0.78
Stephan Bonnar,Igor Pokrajac,1,0,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,,0,0,0.55,0.42,0.74,0.55,0.6,0.0,1,0,1,1,718,83,0.38,0.34,0.82,0.83,1.0,1.0,0.36,0.26,0.62,0.75,0.69,0.8
Kris McCray,Carlos Eduardo Rocha,0,1,Welterweight Bout,Submission,1,2:21,3 Rnd (5-5-5),Marc Goddard,Kneebar From Bottom Back Control,0,0,0.38,0.5,0.74,0.6,1.0,0.0,0,1,0,1,89,24,0.25,0.33,0.67,0,0.0,1.0,0.2,0.5,0.0,0,1.0,0
Cody McKenzie,Aaron Wilkinson,1,0,Lightweight Bout,Submission,1,2:03,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke From Bottom Half Guard,0,0,0.0,0.0,0.8,0.0,1.0,1.0,2,0,2,1,52,64,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0
Kyle Noke,Rob Kimmons,1,0,Middleweight Bout,Submission,2,1:33,3 Rnd (5-5-5),Kevin Mulhall,Rear Naked Choke,0,0,0.66,0.53,0.75,0.71,0.75,0.0,2,0,0,1,242,80,0.52,0.48,1.0,1.0,1.0,0,0.29,0.45,0.8,0.67,0.73,0.75
Seth Petruzelli,Karlos Vemola,0,1,Light Heavyweight Bout,KO/TKO,1,3:46,3 Rnd (5-5-5),Leon Roberts,Punches to Head On Ground,0,0,0.3,0.43,0.55,0.57,0.0,1.0,2,0,0,0,0,198,0.25,0.41,0.5,1.0,0,0,0.29,0.33,0.5,0,0.0,0.47
Jonathan Brookins,Michael Johnson,1,0,Ultimate Fighter 12 Lightweight Tournament Title Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,1,0.48,0.48,0.6,0.54,0.23,0.0,0,0,0,1,586,74,0.48,0.44,0,0.67,0,1.0,0.23,0.41,0.5,0.77,0.7,0.4
Duane Ludwig,Nick Osipczak,1,0,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,,0,2,0.43,0.55,0.45,0.62,0.0,0.4,0,0,0,0,63,237,0.32,0.42,0.62,0.69,0.71,0.81,0.38,0.53,0.61,0.6,1.0,0.57
Vladimir Matyushenko,Alexandre Ferreira,1,0,Light Heavyweight Bout,KO/TKO,1,2:20,3 Rnd (5-5-5),Kevin Mulhall,Elbows to Head From Mount,0,0,0.58,0.6,0.69,0.69,1.0,0.0,0,0,0,0,38,0,0.59,0.33,0.0,0.6,0,1.0,0.33,0.6,0.0,0.6,0.7,0
Krzysztof Soszynski,Goran Reljic,1,0,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,0,0,0.5,0.31,0.64,0.56,0.0,0.33,3,0,0,0,243,338,0.39,0.23,0.86,0.78,0.89,0.4,0.4,0.32,0.9,0,0.7,0.0
Dennis Siver,Andre Winner,1,0,Lightweight Bout,Submission,1,3:37,3 Rnd (5-5-5),Kevin Mulhall,Rear Naked Choke,1,0,0.42,0.3,0.46,0.3,0.0,0.0,1,0,0,0,35,0,0.29,0.07,0.67,0.71,0.85,0.6,0.41,0.3,0.33,0,0.57,0
Pascal Krauss,Mark Scanlon,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,0,0,0.51,0.35,0.79,0.48,0.75,0.75,2,2,0,1,488,197,0.36,0.34,0.84,0.29,0.83,0.75,0.23,0.33,0.78,0.33,0.76,0.67
Thiago Tavares,Pat Audinwood,1,0,Lightweight Bout,Submission,1,3:47,3 Rnd (5-5-5),Rob Hinds,Guillotine Choke Standing,0,0,0.64,0.38,0.79,0.46,1.0,0.0,1,0,0,0,178,5,0.56,0.17,1.0,1.0,0,0,0.33,0.38,0,0,0.75,0
Nate Marquardt,Yushin Okami,0,1,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,0,0,0.34,0.3,0.4,0.41,0.75,0.11,2,0,0,0,172,249,0.26,0.29,0.5,0.67,0.8,0,0.31,0.28,0.62,1.0,0.0,1.0
Amir Sadollah,Peter Sobotta,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,0,0,0.43,0.27,0.47,0.28,0.0,0.0,0,0,0,0,47,204,0.21,0.23,0.52,0.4,0.91,0.83,0.4,0.26,0.72,0.38,1.0,0
Matt Mitrione,Joey Beltran,1,0,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.5,0.33,0.52,0.45,0.0,0.33,0,0,0,0,0,301,0.45,0.26,0.88,0.81,0.89,1.0,0.51,0.23,0.38,0.78,0,0.82
CB Dollaway,Joe Doerksen,1,0,Middleweight Bout,Submission,1,2:13,3 Rnd (5-5-5),Jeff Malott,Guillotine Choke From Bottom Guard,0,0,0.5,1.0,0.5,1.0,0.0,0.0,2,0,0,0,8,97,0.0,0,1.0,0,0,1.0,0.5,1.0,0,0,0,0
TJ Grant,Julio Paulino,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Malott,,0,0,0.52,0.29,0.61,0.55,0.66,0.0,1,1,2,1,540,192,0.45,0.18,0.55,0.55,1.0,0.33,0.4,0.16,0.4,0.4,0.69,0.57
Steve Lopez,Waylon Lowe,0,1,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.32,0.43,0.58,0.63,0.0,0.71,0,0,0,0,0,412,0.12,0.42,0.6,0.5,0.78,0,0.32,0.36,0.0,0,0.4,0.59
Matt Serra,Chris Lytle,0,1,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.42,0.52,0.43,0.54,0.0,0.0,0,0,0,0,0,0,0.28,0.48,0.81,0.95,0.92,0,0.42,0.51,0.33,0.75,0,0
Frank Mir,Mirko Filipovic,1,0,Heavyweight Bout,KO/TKO,3,4:02,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch,1,0,0.32,0.28,0.45,0.37,0.0,0.0,0,0,0,0,269,0,0.18,0.2,0.78,1.0,0.78,0.75,0.2,0.21,0.92,0.86,0,0
Sean Sherk,Evan Dunham,1,0,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Rob Hinds,,0,0,0.33,0.46,0.49,0.57,0.27,0.0,0,7,1,0,490,34,0.29,0.44,0.75,0.64,1.0,1.0,0.29,0.44,0.67,0.75,1.0,0
Melvin Guillard,Jeremy Stephens,1,0,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,,0,1,0.43,0.4,0.43,0.4,0.0,0.0,0,0,0,0,0,2,0.32,0.22,0.85,0.72,0.89,0.55,0.43,0.4,0.5,0,0,0.0
Rogerio Nogueira,Ryan Bader,0,1,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,,0,0,0.22,0.33,0.28,0.41,0.0,0.31,0,0,0,0,6,223,0.19,0.26,0.36,0.89,1.0,1.0,0.2,0.26,0.6,0.44,0,0.55
Chris Camozzi,Dongi Yang,1,0,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,,0,0,0.57,0.52,0.59,0.51,0.0,0.6,0,0,1,0,37,127,0.39,0.44,0.86,0.88,0.89,1.0,0.54,0.49,0.7,1.0,0,1.0
Sam Stout,Paul Taylor,1,0,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.36,0.47,0.36,0.47,0.5,0.0,0,0,0,0,27,0,0.25,0.39,0.84,0.71,0.8,0.82,0.36,0.47,0.67,0.71,0,0
Mike Guymon,Daniel Roberts,0,1,Welterweight Bout,Submission,1,1:13,3 Rnd (5-5-5),Jason Herzog,Anaconda Choke From Front Headlock,0,0,0.0,0.2,0.0,0.2,0.0,1.0,0,1,0,0,17,2,0.0,0.12,0,0,0,0.5,0.0,0.2,0,0,0,0
Brendan Schaub,Gabriel Gonzaga,1,0,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,1,0,0.27,0.34,0.27,0.34,0.0,0.0,0,1,0,0,7,0,0.26,0.24,0.38,0.8,0,0.75,0.24,0.32,0.62,0.67,1.0,0
Tito Ortiz,Matt Hamill,0,1,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,,0,0,0.28,0.31,0.38,0.38,0.0,1.0,0,0,0,0,0,232,0.18,0.28,0.75,0.4,0.82,0.6,0.28,0.31,0.25,0.0,0.5,0.29
Court McGee,Ryan Jensen,1,0,Middleweight Bout,Submission,3,1:21,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Mount,0,1,0.36,0.35,0.4,0.4,0.5,0.33,1,0,0,0,57,38,0.27,0.3,0.5,0.75,0.83,0.5,0.34,0.33,0.0,0.67,0.65,0.5
Patrick Cote,Tom Lawlor,0,1,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,,0,0,0.27,0.65,0.64,0.81,0.0,0.83,0,3,1,0,8,782,0.28,0.56,0.33,1.0,0.0,1.0,0.0,0.25,1.0,1.0,0.4,0.75
Jake Shields,Martin Kampmann,1,0,Welterweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,,0,0,0.54,0.65,0.66,0.74,0.26,0.0,0,3,0,0,448,195,0.36,0.55,0.82,0.81,0.7,0,0.5,0.36,1.0,0.8,1.0,1.0
Diego Sanchez,Paulo Thiago,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,,0,0,0.43,0.55,0.53,0.57,0.25,0.33,0,4,0,0,552,92,0.37,0.49,0.7,1.0,0.5,0,0.2,0.44,0.25,0.73,0.57,0.4
Cyrille Diabate,Alexander Gustafsson,0,1,Light Heavyweight Bout,Submission,2,2:41,3 Rnd (5-5-5),Leon Roberts,Rear Naked Choke,0,1,0.5,0.5,0.54,0.64,0.0,0.66,0,3,0,0,10,305,0.43,0.5,0.6,0.5,0.67,0.5,0.59,0.28,0.2,0.64,0,0.7
Paul Sass,Mark Holst,1,0,Lightweight Bout,Submission,1,4:45,3 Rnd (5-5-5),Dan Miragliotta,Triangle Choke From Bottom Guard,0,0,0.5,0.3,0.73,0.5,0.0,0.0,4,0,0,0,0,198,0.33,0.12,1.0,1.0,0,1.0,0.5,0.12,0,0,0,1.0
Brock Lesnar,Cain Velasquez,0,1,UFC Heavyweight Title Bout,KO/TKO,1,4:12,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head From Side Control,0,2,0.47,0.46,0.57,0.58,0.33,0.5,0,0,0,0,77,102,0.44,0.45,0.67,1.0,0,0,0.36,0.37,0.8,0.8,0,0.5
Spencer Fisher,Curt Warburton,1,0,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,0,0,0.73,0.56,0.8,0.57,0.16,0.33,2,2,0,0,126,461,0.47,0.22,0.83,0.9,0.89,0.78,0.53,0.45,0.95,0.89,0.82,0.5
James Wilks,Claude Patrick,0,1,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,,0,0,0.43,0.57,0.7,0.74,0.0,0.6,0,0,0,0,46,749,0.21,0.53,0.57,0.6,0.71,1.0,0.25,0.43,0.56,1.0,0,0.57
John Hathaway,Mike Pyle,0,1,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,0,0,0.18,0.47,0.41,0.67,0.0,0.38,0,1,0,0,49,436,0.14,0.45,0.56,0.55,0,0.75,0.19,0.28,0.0,0.6,0,0.83
Cheick Kongo,Travis Browne,0,0,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,0,0,0.53,0.29,0.63,0.33,0.0,0.66,0,0,0,0,269,69,0.31,0.14,1.0,0.5,0.8,0.78,0.41,0.24,0.82,0.58,0,0
TJ Waldburger,David Mitchell,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Schorle,,0,0,0.64,0.72,0.72,0.85,0.85,0.66,7,6,3,0,652,95,0.62,0.82,0.5,0.67,1.0,0.5,1.0,0.6,0.6,0.67,0.62,0.86
Brian Foster,Forrest Petz,1,0,Welterweight Bout,KO/TKO,1,1:07,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,1,0,0.63,0.14,0.62,0.14,0.0,0.0,0,0,0,0,10,0,0.6,0.17,1.0,0.0,1.0,0,0.75,0.14,0,0,0.58,0
Rich Attonito,Rafael Natal,1,0,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,1,0,0.31,0.27,0.45,0.39,0.0,0.22,0,0,0,0,195,96,0.22,0.2,0.5,0.24,0.89,0.75,0.24,0.27,0.5,0.5,0.53,0.5
Dan Hardy,Carlos Condit,0,1,Welterweight Bout,KO/TKO,1,4:27,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance,0,1,0.22,0.44,0.22,0.44,0.0,0.0,0,0,0,0,0,3,0.17,0.28,0.0,0.6,0.44,0.72,0.22,0.42,0,0,0,1.0
Rob Broughton,Vinicius Queiroz,1,0,Heavyweight Bout,Submission,3,1:43,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke,0,0,0.68,0.46,0.71,0.48,0.0,0.71,6,0,0,0,121,335,0.59,0.41,1.0,0.73,1.0,0.75,0.65,0.45,0.67,1.0,1.0,0.44
Tomasz Drwal,David Branch,0,1,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.23,0.48,0.35,0.73,0.0,0.3,0,0,0,0,83,459,0.19,0.42,0.67,0.8,0.33,0.43,0.24,0.37,0.2,0.5,0,0.75
Michael Bisping,Yoshihiro Akiyama,1,0,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,,0,0,0.44,0.28,0.44,0.28,0.0,0.0,0,0,0,0,2,0,0.38,0.22,0.73,0.78,0.9,0.73,0.44,0.28,0.5,0.25,0,0
Jared Hamman,Kyle Kingsbury,0,1,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Schorle,,0,0,0.37,0.36,0.49,0.38,0.0,0.69,0,0,0,0,15,284,0.32,0.27,0.64,0.62,0.64,0.75,0.36,0.35,0.4,0.56,0.38,0.5
Yves Edwards,John Gunderson,1,0,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,0,0,0.43,0.18,0.55,0.26,1.0,0.0,1,2,0,0,483,49,0.38,0.07,0.82,0.71,0.75,0.62,0.31,0.16,0.67,0.5,0.55,0
Jim Miller,Gleison Tibau,1,0,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Schorle,,0,0,0.26,0.23,0.34,0.32,0.0,0.8,2,0,0,0,125,201,0.15,0.22,0.47,0.25,0.69,0.5,0.25,0.22,0.33,0.43,0,0.0
Efrain Escudero,Charles Oliveira,0,1,Lightweight Bout,Submission,3,2:25,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke,0,0,0.17,0.38,0.29,0.51,0.0,0.22,0,1,0,0,167,64,0.15,0.17,0.5,0.53,0.33,0.77,0.11,0.36,0.57,0.8,0.5,0
Nate Marquardt,Rousimar Palhares,1,0,Middleweight Bout,KO/TKO,1,3:28,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,0,0,0.37,0.17,0.45,0.17,0.0,0.0,1,1,0,0,17,27,0.36,0.17,0.0,0,1.0,0,0.2,0.17,0,0,0.6,0
Cole Miller,Ross Pearson,1,0,Lightweight Bout,Submission,2,1:49,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,1,0,0.31,0.37,0.31,0.4,0.25,0.0,1,0,0,0,39,20,0.25,0.19,1.0,1.0,0.75,0.93,0.31,0.36,0.0,0.33,1.0,0.5
Michael Johnson,Edward Faaloloto,1,0,Lightweight Bout,KO/TKO,1,4:42,3 Rnd (5-5-5),Mark Matheny,Punches to Head On Ground,1,0,0.37,0.4,0.39,0.45,1.0,0.0,0,0,0,0,65,11,0.3,0.12,0.77,0.83,0.0,0.82,0.22,0.32,0.69,0.58,0.44,0
Edwin Figueroa,Jason Reinhardt,1,0,Bantamweight Bout,KO/TKO,2,0:50,3 Rnd (5-5-5),Rob Hinds,Punches to Head From Back Control,0,0,0.59,1.0,0.7,0.67,0.0,0.12,1,0,1,0,116,70,0.48,1.0,1.0,0,1.0,0,0.31,1.0,1.0,0,0.72,0
Rafael Natal,Paul Bradley,1,0,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,,0,0,0.35,0.19,0.41,0.25,0.0,0.25,0,0,0,0,4,155,0.21,0.18,0.55,0.25,0.67,1.0,0.33,0.17,0.56,0.33,0,0.5
Justin Edwards,Jorge Lopez,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,,0,0,0.56,0.67,0.69,0.74,0.15,1.0,2,0,0,1,262,405,0.4,0.62,1.0,1.0,0.67,1.0,0.29,0.32,0.74,0.81,0.92,0.95
Jacob Volkmann,Danny Castillo,1,0,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,,0,0,0.38,0.73,0.76,0.82,0.6,0.25,6,0,0,1,467,186,0.31,0.2,0.5,1.0,1.0,1.0,0.23,0.47,0,1.0,1.0,1.0
Ricardo Lamas,Matt Grice,1,0,Featherweight Bout,KO/TKO,1,4:41,3 Rnd (5-5-5),Keith Peterson,Punches to Head On Ground,1,0,0.5,0.2,0.5,0.43,0.33,0.0,0,0,0,0,109,0,0.39,0.17,0.5,0.33,0.86,0.25,0.52,0.22,0.75,0.0,0.2,0
Yves Jabouin,Ian Loveland,1,0,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,,0,0,0.35,0.32,0.36,0.38,0.33,0.42,0,1,1,1,59,151,0.17,0.29,0.67,0.83,0.57,0,0.35,0.27,0.0,0.46,1.0,0.55
James Te Huna,Ricardo Romero,1,0,Light Heavyweight Bout,KO/TKO,1,0:47,3 Rnd (5-5-5),Tim Mills,Punches to Head On Ground,1,0,0.71,0.0,0.67,0.0,0.0,0.0,0,0,0,0,10,0,0.71,0.0,0,0,0,0,1.0,0.0,0.0,0,1.0,0
Steve Cantwell,Mike Massenzio,0,1,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,,0,0,0.34,0.48,0.41,0.48,0.0,0.09,1,0,0,0,10,208,0.19,0.45,0.7,0.7,0.29,1.0,0.26,0.48,0.83,0.45,1.0,0.0
Danny Castillo,Shamar Bailey,1,0,Lightweight Bout,KO/TKO,1,4:52,3 Rnd (5-5-5),Jason McCoy,Punches to Head On Ground,0,0,0.65,0.75,0.74,0.91,1.0,0.0,0,0,0,0,276,0,0.59,0.75,1.0,0,1.0,0,1.0,0.0,0,1.0,0.62,1.0
Dustin Jacoby,Clifford Starks,0,1,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,,0,0,0.25,0.32,0.39,0.55,0.0,1.0,0,0,0,0,0,352,0.21,0.3,1.0,0.5,0.0,0,0.24,0.29,1.0,0.0,0,0.44
Aaron Simpson,Eric Schafer,1,0,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,,2,0,0.41,0.14,0.43,0.16,0.0,0.0,0,0,0,0,30,0,0.38,0.13,0.55,0.5,0,0,0.39,0.11,0.54,0.6,0.4,0
Ricardo Funch,Mike Pyle,0,1,Welterweight Bout,KO/TKO,1,1:22,3 Rnd (5-5-5),Mario Yamasaki,Knees to Head In Clinch,0,1,0.25,0.46,0.4,0.52,0.0,0.0,0,0,0,0,0,3,0.17,0.32,0.0,1.0,1.0,1.0,0.25,0.38,0,1.0,0,0.5
Chris Camozzi,Francis Carmont,0,1,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,1,0.47,0.69,0.66,0.77,0.0,0.5,1,0,0,0,360,284,0.33,0.56,0.8,0.8,0.6,1.0,0.37,0.48,0.75,0.92,0,0.75
Mitch Clarke,John Cholish,0,1,Lightweight Bout,KO/TKO,2,4:36,3 Rnd (5-5-5),John McCarthy,Punches to Head From Back Control,0,0,0.13,0.69,0.18,0.73,0.0,0.16,0,0,0,2,16,173,0.08,0.67,0.5,0.43,0.71,1.0,0.11,0.64,0.33,1.0,0,0.77
Steven Siler,Josh Clopton,1,0,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.54,0.69,0.68,0.8,0.0,0.66,2,0,0,0,23,465,0.39,0.5,0.91,1.0,0.75,0.92,0.31,0.52,0.82,0.91,0,0.86
Bryan Caraway,Dustin Neace,1,0,Featherweight Bout,Submission,2,3:38,3 Rnd (5-5-5),Josh Rosenthal,Rear Naked Choke,0,0,0.43,0.33,0.49,0.49,1.0,0.0,1,1,0,0,185,55,0.32,0.21,0.5,1.0,1.0,1.0,0.42,0.29,0,0.0,1.0,1.0
Felipe Arantes,Antonio Carvalho,1,0,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,,0,0,0.43,0.24,0.5,0.35,0.0,0.0,0,0,0,0,167,138,0.36,0.16,0.82,0.67,0.73,0.8,0.43,0.21,0.4,0.67,0.57,0.43
Roland Delorme,Josh Ferguson,1,0,Bantamweight Bout,Submission,3,0:22,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,1,0,0.68,0.59,0.83,0.62,0.4,0.0,2,0,1,1,88,299,0.5,0.52,0.94,0.88,1.0,1.0,0.57,0.53,1.0,1.0,0.88,1.0
Dustin Pague,John Albert,0,1,Bantamweight Bout,KO/TKO,1,1:09,3 Rnd (5-5-5),Herb Dean,Punches to Head From Half Guard,0,1,0.3,0.62,0.3,0.73,0.0,0.0,0,0,0,0,0,47,0.14,0.66,0.5,0.25,1.0,1.0,0.3,0.41,0,0,0,0.82
Jorge Rivera,Eric Schafer,1,0,Middleweight Bout,KO/TKO,2,1:31,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,0,0,0.35,0.67,0.71,0.82,0.0,0.4,0,0,1,0,58,278,0.35,0.5,0,1.0,0,1.0,0.0,0.25,0,0,0.67,1.0
Charlie Brenneman,Daniel Roberts,1,0,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,,0,0,0.92,0.27,0.88,0.86,0.4,0.0,0,3,0,0,788,19,0.8,0.2,1.0,1.0,1.0,0,0.8,0.27,1.0,0,0.95,0
